,question,correct_anwer,generated_answer,is_match,meta
4588,Kada ir kodėl Rusijos imperija uždraudė lietuvišką spaudą?,"Lietuviškos spaudos draudimas, įskaitant lotyniškas raides ir lietuvių bei žemaičių tarmes, buvo įformintas 1865 m. rugsėjo 23 d. Rusijos vidaus reikalų ministro Piotro Valujevo aplinkraščiu Nr. 141. Šis draudimas buvo platesnių represijų, vykdytų po 1863–1864 m. sukilimo, dalis.","Lietuviškos spaudos draudimas, įskaitant lotyniškas raides ir lietuvių bei žemaičių tarmes, buvo įformintas 1882 m. rugsėjo 23 d. Rusijos vidaus reikalų ministro Nikolajaus Bogaucio aplinkraščiu Nr. 141. Šis draudimas buvo platesnių represijų, vykdytų po 1873–1874 m. sukilimo, dalis.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 445}"
4589,Kokios religinės bendruomenės turi savo maldos namus Rokiškyje?,"Rokiškyje yra kelios religinės bendruomenės. Minimos katalikų (Šv. apaštalo evangelisto Mato bažnyčia su Šv. Juozapo koplyčia), stačiatikių (Rokiškio Šv. Aleksandro Neviškio cerkvė) ir sentikių cerkvės.",Rokiškyje yra tik katalikų (Šv. apaštalo evangelisto Mato bažnyčia su Šv. Juozapo koplyčia) bei protestantų bažnyčia.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 448}"
4590,Kada pradėti Ignalinos atominės elektrinės pirmojo bloko žemės darbai?,"Ignalinos atominės elektrinės pirmojo bloko žemės darbai pradėti 1978 m. kovą, o baigti tų pačių metų rugsėjį.","Ignalinos atominės elektrinės pirmojo bloko žemės darbai pradėti 1977 m. liepą, o baigti tų pačių metų spalio mėnesį.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 451}"
4591,Kodėl atidėtas Ignalinos AE antrojo bloko paleidimas?,"Antrojo bloko paleidimas, numatytas 1986 m., buvo atidėtas į 1987 m. dėl Černobylio avarijos.","Antrojo bloko paleidimas, numatytas 1985 m., buvo atidėtas į 1990 m. dėl ekologinių grėsmių.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 452}"
4592,Koks buvo Ignalinos AE vaidmuo Lietuvos elektros energijos gamyboje 1993 metais?,"1993 metais Ignalinos AE pasiekė rekordą, pagamindama 12,26 mlrd. kWh elektros energijos, kuri sudarė 88,1% visos Lietuvai reikalingos elektros. Šis pasiekimas netgi buvo įrašytas į Gineso rekordų knygą.","1993 metais Ignalinos AE pagamino tik pusę visos Lietuvai reikalingos elektros, kuri sudarė 44% visos energijos.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 453}"
4593,Kokiais metais buvo išjungtas pirmasis Ignalinos AE blokas?,"Vykdant įsipareigojimus ES, pirmasis Ignalinos AE blokas buvo išjungtas 2004 m. gruodžio 31 d.",Pirmasis Ignalinos AE blokas buvo išjungtas 1998 metais.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 454}"
4594,Kada Rokiškis pirmą kartą paminėtas istoriniuose šaltiniuose ir kokiomis aplinkybėmis?,Rokiškis pirmą kartą paminėtas 1499 m. rugsėjo 21 d. kunigaikščio Aleksandro privilegijoje dėl girios kirtimo. Tuo metu ten stovėjo Rokiškio dvaras. Šiame rašte nustatomos Rokiškio ir Pienionių valsčiaus girios.,Rokiškis pirmą kartą paminėtas 1508 m. gegužės 10 d. kunigaikščio Žygimanto Augusto privilegijoje dėl miesto steigimo. Tuo metu ten stovėjo Rokiškio pilis. Šiame rašte nustatomos Rokiškio ir Pienionių valsčiaus žemės.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 450}"
4595,Kiek laiko panaudotas branduolinis kuras gali būti saugomas CASTOR ir CONSTOR tipo konteineriuose?,"Panaudotas branduolinis kuras CASTOR ir CONSTOR tipo konteineriuose gali būti saugomas 50 metų, po to jį reikės perkelti į galutinę atliekų saugojimo vietą.","Panaudotas branduolinis kuras CASTOR ir CONSTOR tipo konteineriuose gali būti saugomas 40 metų, po to jį reikės perkelti į galutinę atliekų saugojimo vietą.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 455}"
4596,Kur yra Kryžių kalnas ir kokios vietovės yra netoliese?,"Kryžių kalnas yra Lietuvoje, Meškuičių seniūnijoje (Šiaulių rajone), šalia Šiaulių-Rygos plento ir geležinkelio. Jis yra 12 km į šiaurę nuo Šiaulių ir 6 km į pietvakarius nuo Meškuičių, prie Kulpės upės kairiojo kranto.","Kryžių kalnas yra Lietuvoje, Jonavos rajone, Šventosios upės kairiojo kranto, netoli Žeimeno miesto.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 456}"
4597,Kokiais kitais vardais Lietuvoje vadinamas paprastasis varnėnas?,Lietuvoje paprastasis varnėnas dar vadinamas špoku ir šnekučiu.,Lietuvoje paprastasis varnėnas dar vadinamas karnužiu ir dainiuku.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 459}"
4598,Kada paprastieji varnėnai parskrenda į Lietuvą?,"Tradiciškai varnėnai parskrenda apie kovo 4 dieną, vadinamąją kovarnių dieną.  Tačiau dėl klimato kaitos ši data gali kisti, ir dalis varnėnų jau žiemoja Lietuvoje.",Paprastieji varnėnai parskrenda į Lietuvą apie rugsėjo 20 dieną.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 461}"
4599,Ką popiežius Jonas Paulius II pavadino Kryžių kalną ir ką jis ten padarė?,"Popiežius Jonas Paulius II Kryžių kalną pavadino „Lietuviška Golgota“. 1993 m. rugsėjo 7 d. jis ten apsilankė, aukojo Šv. Mišias ir laimino Lietuvą bei visą krikščioniškąją Europą.","Popiežius Jonas Paulius II Kryžių kalną pavadino „Lietuviška Kanonizacija“. 1993 m. rugsėjo 7 d. jis ten apsilankė, aukojo Šv. Mišias ir kanonizavo Lietuvos didžiąsias šventoves.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 458}"
4600,"Kada Kryžių kalnas pirmą kartą paminėtas rašytiniuose šaltiniuose ir kodėl manoma, kad kryžiai pradėti statyti?","Kryžių kalnas rašytiniuose šaltiniuose pirmą kartą paminėtas XIX a. viduryje (kryžiai aptinkami nuo 1850 m.). Manoma, kad kryžiai pradėti statyti po 1831 m. sukilimo, caro valdžiai žiauriai susidorojus su sukilimo dalyviais.","Kryžių kalnas rašytiniuose šaltiniuose pirmą kartą paminėtas XVII a. pradžioje (kryžiai aptinkami nuo 1610 m.). Manoma, kad kryžiai pradėti statyti po 1648 m. sukilimo, caro valdžiai žiauriai susidorojus su sukilimo dalyviais.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 457}"
4601,Kokio dydžio yra paprastieji varnėnai?,"Paprastųjų varnėnų kūno ilgis yra 19–22 cm, išskleistų sparnų galų skersmuo – 31–44 cm. Patinėliai sveria apie 81 g, o patelės – apie 76 g.","Paprastųjų varnėnų kūno ilgis yra 25-28 cm, išskleistų sparnų galų skersmuo – 45-50 cm. Patinėliai sveria apie 90 g, o patelės – apie 85 g.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 460}"
4602,Koks buvo pagrindinis Sausio įvykių tikslas?,"Sausio įvykių, vykusių 1991 metais, pagrindinis tikslas buvo įvykdyti Lietuvoje valstybinį perversmą ir atkurti sovietinę valdžią.","Sausio įvykių, vykusių 1991 metais, pagrindinis tikslas buvo sotiuoti Lietuvos nepriklausomybę ir prisijungti prie Sovietų Sąjungos.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 462}"
4603,"Kas vadovavo vadinamajam ""nacionalinio gelbėjimo komitetui"" (NGK)?",NGK vadovavo Lietuvos komunistų partijos (LKP) pirmasis sekretorius Mykolas Burokevičius.,NGK vadovavo Lietuvos socialistinės sąjungos (LSSR) pirmasis sekretorius Ringaudas Mažonas.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 463}"
4604,Kokia buvo aukų statistika per Sausio įvykius?,Per Sausio įvykius žuvo 14 taikių gyventojų ir 702 buvo sužeisti.,Per Sausio įvykius žuvo 12 taikių gyventojų ir 691 buvo sužeisti.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 465}"
4605,Kas buvo Viktoras Šackichas ir kaip jis žuvo?,"Viktoras Šackichas buvo KGB leitenantas. Jis žuvo nuo rikošeto kulkos, t.y. atsitiktinai nuo saviškių ugnies, per televizijos bokšto šturmą.","Viktoras Šackichas buvo KGB specialiųjų pajėgų vadovas. Jis žuvo kovose su Lietuvos saugos pajėgomis, kai bandė užimti Televizijos bokštą Vilniuje.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 466}"
4606,Kada buvo uždrausta spausdinti lietuviškus leidinius lotyniškais rašmenimis?,Lietuviškų leidinių lotyniškais rašmenimis spausdinimas buvo uždraustas po 1863–1864 m. sukilimo.,Lietuviškų leidinių lotyniškais rašmenimis spausdinimas buvo uždraustas po 1831 m. sukilimo.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 468}"
4607,Kada įvyko visuotinė Lietuvos gyventojų apklausa dėl nepriklausomybės ir kokie buvo jos rezultatai?,"Visuotinė Lietuvos gyventojų apklausa dėl nepriklausomybės įvyko 1991 metų vasario 9 dieną.  Joje dalyvavo 84,73% turinčių teisę balsuoti gyventojų, iš kurių 90,47% balsavo už Lietuvos nepriklausomybę.","Visuotinė Lietuvos gyventojų apklausa dėl nepriklausomybės įvyko 1990 metų rugsėjo 27 dieną.  Joje dalyvavo 80,15% turinčių teisę balsuoti gyventojų, iš kurių 95,84% balsavo už Lietuvos nepriklausomybę.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 467}"
4608,Kokiais būdais Lietuvos komunistai bandė įgyvendinti savo tikslus Sausio įvykių metu?,"Lietuvos komunistai pasitelkė propagandą, dirbtinai kurdami nepalankumą ir priešiškumą tarp gyventojų ir sovietinės armijos. Jie taip pat tikėjosi paramos iš Lietuvos gyventojų, nepatenkintų ekonomine padėtimi, rusakalbių gyventojų ir kariškių, kurių teisės buvo apribotos kai kuriais Lietuvos įstatymais.","Lietuvos komunistai pasitelkė propaganda ir karinę jėgą, bandydami užsitikrinti savo valdžią Sausio įvykių metu. Jie taip pat tikėjosi paramos iš Lietuvos gyventojų, nepatenkintų ekonomine padėtimi, rusakalbių gyventojų ir kariškių, kurių teisės buvo apribotos kai kuriais Lietuvos įstatymais.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 464}"
4609,Kodėl Rusijos imperijos valdžia uždraudė lietuvišką spaudą?,"Oficialiai draudimas buvo nukreiptas prieš lenkiškus rašmenis, tačiau iš tiesų tai buvo dalis represijų po 1863–1864 m. sukilimo, siekiant susilpninti lietuvių kalbą ir kultūrą.","Oficialiai draudimas buvo nukreiptas prieš lenkiškus rašmenis dėl nacionalizmo, tačiau iš tiesų tai buvo dalis represijų po 1863–1864 m. sukilimo, siekiant susilpninti lietuvių kalbą ir kultūrą.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 469}"
4610,Kokie buvo spaudos draudimo padariniai lietuvių kultūrai ir tautiniam sąjūdžiui?,"Nors spaudos draudimas pristabdė kultūros raidą, jis paradoksaliai paskatino lietuvių tautinį sąjūdį ir anticarines nuotaikas. Žmonės aktyviai priešinosi draudimui, leido spaudą užsienyje, ją platino knygnešiai, steigė slaptos spaudos platinimo draugijas.","Spaudos draudimas aktyviai stabdė kultūros raidą, tautinio sąjūdžio veiksmus ir anticarines nuotaikas, o lietuviai susibaudė tikslumui pasauliui užsienyje.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 470}"
4611,Kur ir kada gimė Kazys Škirpa?,"Kazys Škirpa gimė 1895 m. vasario 18 d. Namajūnuose, Saločių valsčiuje.","Kazys Škirpa gimė 1890 m. vasario 18 d. Žemaičių Kalvarijoje, Telšių apskrityje.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 471}"
4612,Kokiais metais K. Škirpa buvo paskirtas Lietuvos pasiuntiniu Lenkijoje?,"Kazys Škirpa buvo paskirtas Lietuvos pasiuntiniu Lenkijoje 1938 metais, po to, kai Lietuvos vyriausybė priėmė Lenkijos ultimatumą.","Kazys Škirpa buvo paskirtas Lietuvos pasiuntiniu Lenkijoje 1940 metais, po to, kai Lietuvos vyriausybė priėmė Lenkijos ultimatumą.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 472}"
4613,Ką Kazys Škirpa siūlė Lietuvos vyriausybei Antrojo pasaulinio karo pradžioje?,"Antrojo pasaulinio karo pradžioje, Kazys Škirpa siūlė Lietuvos vyriausybei, kaip Vokietijos sąjungininkams, pulti Lenkiją ir užimti Vilnių.","Antrojo pasaulinio karo pradžioje, Kazys Škirpa siūlė Lietuvos vyriausybei, kaip Sovietų sąjungininkams, pulti Lenkiją ir užimti Vilnių.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 473}"
4614,"Kiek laiko ""Aušra"" buvo leidžiama ir kur ji buvo spausdinama?","""Aušra"" buvo leidžiama ketverius metus, nuo 1883 iki 1886 metų. Pirmieji penki numeriai buvo spausdinami Ragainėje (dabartinis Nemanas), o vėliau, nuo šeštojo numerio iki pat pabaigos, Tilžėje.","""Aušra"" buvo leidžiama septynios metus, nuo 1883 iki 1890 metų. Pirmieji penki numeriai buvo spausdinami Panevėžyje, o vėliau, nuo šeštojo numerio iki pat pabaigos, Ragainėje (dabartinis Nemanas).",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 474}"
4615,"Kas, manoma, vadovavo žemaičiams Durbės mūšyje?","Istorikės Ingos Baranauskienės nuomone, žemaičiams Durbės mūšyje vadovavo kunigaikštis Algminas.","Istoriko Viktoro Žutautas nuomone, žemaičiams Durbės mūšyje vadovavo kunigaikštis Žygimantas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 478}"
4616,Kokia buvo pagrindinė Livonijos ir Vokiečių ordinų bendro žygio 1260 m. priežastis?,Pagrindinis Livonijos ir Vokiečių ordinų žygio tikslas buvo užgrobti Žemaitiją ir sujungti abiejų ordinų valdas. Taip pat siekta išlaisvinti iš žemaičių blokados Karšuvos žemėje pastatytą Georgenburgo pilį.,Pagrindinis Livonijos ir Vokiečių ordinų žygio tikslas buvo užgrobti Estiją ir sujungti abiejų ordinų valdas. Taip pat siekta išlaisvinti iš estų blokados Dorpato žemėje pastatytą Feldenburgo pilį.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 477}"
4617,"Kokiomis temomis daugiausiai rašė ""Aušra"" ir kokią reikšmę ji turėjo lietuvių tautai?","""Aušroje"" buvo rašoma Lietuvos istorijos, kultūros, kalbos teisių, literatūros ir aktualijų temomis. Ji skatino lietuvių tautos kovą prieš nacionalinę priespaudą ir asimiliaciją, ugdydama tautinę sąmonę ir savimonę.  ""Aušra"" turėjo lemiamą reikšmę lietuvių tautiniam atgimimui.","""Aušroje"" buvo rašoma religijos, moralės, etikos temomis. Ji skatino lietuvių tautos moralinę keliones ir asmenines vertingumo reikšmę, ugdydama tautinę sąmonę ir savimonę.  ""Aušra"" turėjo lemiamą reikšmę lietuvių tautiniam atgimimui.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 475}"
4618,"Kas buvo ""Aušros"" leidėjai ir redaktoriai?","""Aušrą"" leido Lietuvos mylėtojų draugija. Redaktoriai keitėsi per laikraščio gyvavimo laikotarpį: Jonas Basanavičius redagavo pirmąjį numerį, Jurgis Mikšas – nuo antrojo iki ketvirtojo 1883 m. ir nuo devintojo 1885 m. iki ketvirtojo 1886 m., Jonas Šliūpas – nuo penktojo 1883 m. iki trečiojo 1884 m., Martynas Jankus – nuo ketvirtojo 1884 m. iki aštuntojo 1885 m., o Juozas Andziulaitis-Kalnėnas – paskutinius tris 1886 m. numerius.","""Aušrą"" leido Lietuvių remių draugija. Redaktoriai keitėsi per laikraščio gyvavimo laikotarpį: Petras Vileišis redagavo pirmąjį numerį, Mykolas Šilingas – nuo antrojo iki ketvirtojo 1883 m. ir nuo devintojo 1885 m. iki penktojo 1886 m., Juozas Tumas-Vaišvila – nuo šeštojo 1884 m. iki aštuntojo 1885 m., o Konstantinas Škirpa – paskutinius tris 1887 m. numerius.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 476}"
4619,"Kada Algirdas Ramanauskas pradėjo savo televizijos karjerą su humoristiniu projektu ""Radioshow""?","Algirdas Ramanauskas su kolega Rimu Šapausku humoristinį projektą ""Radioshow"" pradėjo 1995 metais. Iš pradžių jis buvo transliuojamas radijo eteryje, o vėliau persikėlė į LNK televiziją.","Algirdas Ramanauskas su kolega Rimu Šapausku humoristinį projektą ""Radioshow"" pradėjo 1994 metais. Iš pradžių jis buvo transliuojamas radijo eteryje, o vėliau persikėlė į LNK televiziją.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 480}"
4620,"Kokį vaidmenį atliko Algirdas Ramanauskas laidoje ""Dviračio šou""?","Algirdas Ramanauskas laidoje ""Dviračio šou"" kelerius metus, iki 2012-ųjų, kūrė ir vaidino peliuko Sūrskio personažą.","Algirdas Ramanauskas laidoje ""Dviračio šou"" kelteris metus, iki 2008-ųjų, kūrė ir vaidino peliuko Žvirblio personažą.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 481}"
4621,Kokios upės supa Vilkaviškį?,Vilkaviškis įsikūręs tarp Šeimenos ir Vilkaujos upių santakos.,Vilkaviškis įsikūręs tarp Merkies ir Širvintos upių santakos.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 483}"
4622,Kokia buvo Algirdo Ramanausko politinė veikla?,"Algirdas Ramanauskas 2004 metais tapo Tėvynės sąjungos Vilniaus miesto skyriaus nariu.  Nuo 2007 iki 2011 metų jis buvo Vilniaus miesto savivaldybės tarybos narys. Po 2010 metų ""Baltic Pride"" sustabdė veiklą TS-LKD.","Algirdas Ramanauskas 2001 metais tapo Lietuvos Respublikos Seimo nariu, o nuo 2003 iki 2009 metų jis buvo Žaliųjų partijos nariu.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 482}"
4623,Kokios buvo Durbės mūšio pasekmės Vokiečių ordinui?,"Durbės mūšis buvo didelis smūgis Vokiečių ordinui.  Jis sužlugdė Vokiečių ordino bandymą greitai užgrobti Žemaitiją ir pristabdė jų veržimąsi į rytus iki XIII a. aštuntojo dešimtmečio.  Po mūšio Livonijos ordinas turėjo išvesti savo įgulas iš Durbės ir Georgenburgo pilių, o  kuršiai, žiemgaliai, estai sukilo prieš ordiną. Taip pat prasidėjo Didysis prūsų sukilimas.","Durbės mūšis buvo sėkminga Vokiečių ordinui. Jis padarė Vokiečių ordino galybę didesnę ir leido jų sustiprinti valdžią Žemaitijoje iki XVI a. pradžios. Po mūšio Livonijos ordinas turėjo išplėšti savo įgulas iš Šiaulėlių ir Kretingos pilių, o kuršiai, žiemgaliai, estai prisistengę su ordinu. Taip pat prasidėjo Mažasis prūsų sukilimas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 479}"
4624,Kada Vilkaviškiui buvo suteiktos Magdeburgo teisės?,Magdeburgo teisės Vilkaviškiui buvo suteiktos 1660 m. Jono Kazimiero.,Magdeburgo teisės Vilkaviškiui buvo suteiktos 1650 metais Karūnuose.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 484}"
4625,Kas pastatė pirmąją Vilkaviškio bažnyčią ir kada?,Pirmąją Vilkaviškio bažnyčią 1620 m. pastatydino Prienų seniūnas Steponas Pacas.,Pirmąją Vilkaviškio bažnyčią 1615 m. pastatydino Vytenis Radzivilas.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 485}"
4626,Kada Napoleonas Vilkaviškyje paskelbė karą Rusijai?,Napoleonas karą Rusijai Vilkaviškyje paskelbė 1812 m. birželio 21 d.,"Napoleonas karą Rusijai paskelbė Kaune, o ne Vilkaviškyje.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 486}"
4627,Kur galiausiai buvo nuspręsta statyti Žalgirio Areną ir kada?,Po ilgų diskusijų 2004 metais buvo nuspręsta Žalgirio Areną statyti Nemuno saloje.,Po ilgų diskusijų 2012 metais buvo nuspręsta Žalgirio Areną statyti Vilniaus miesto centre.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 488}"
4628,Kodėl buvo nuspręsta statyti naują areną Kaune?,"Naujos arenos statybos poreikis Kaune iškilo dėl to, kad senoji Kauno sporto halė neatitiko Eurolygos keliamų techninių reikalavimų.","Naujos arenos statybos poreikis Kaune iškilo dėl to, kad senoji Kauno sporto halė užtenkė komandą ir joje buvo sunku žaisti.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 487}"
4629,Kokia yra Žalgirio arenos grindų konstrukcijos ypatybė?,Žalgirio arenos grindys yra sudarytos iš dviejų dalių ir jose įrengti grunto pašildymo ir ledo šaldymo vamzdynai. Grunto pašildymas apsaugo grindų konstrukcijas nuo galimų deformacijų.,"Žalgirio arenos grindys yra sudarytos iš trims daliais ir jose įrengti ledo šaldymo vamzdynai, taip užtikrinant grindų konstrukcijas nuo galimų deformacijų.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 489}"
4630,"Kokia buvo Jogailos ir Lenkijos bajorų sutarties, sudarytos Krėvoje 1385 m., pagrindinė priežastis?","Pagrindinė Jogailos ir Lenkijos bajorų sutarties priežastis buvo dinastinės unijos tarp Lenkijos ir Lietuvos Didžiosios Kunigaikštystės sudarymas. Ši unija įtvirtino Jogailos, vedusio Lenkijos karalienę Jadvygą, paskelbimą Lenkijos karaliumi.",Pagrindinė Jogailos ir Lenkijos bajorų sutarties priežastis buvo Jogailos kilmybės su Lietuvos Didžiąja Kunigaikštyste bei noras susivienioti dvi valstybes.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 490}"
4631,Ar Krėvos sutartis reiškė Lietuvos inkorporavimą į Lenkiją?,"Krėvos sutartyje Jogaila įsipareigojo ""prišlieti"" Lietuvą prie Lenkijos, tačiau sutartyje nebuvo jokių detalių, kaip tai turėtų įvykti. Istorikai skirtingai interpretuoja šią sutarties dalį – vieni mano, kad Jogaila pažadėjo inkorporuoti Lietuvą, kiti – kad tai buvo nekonkretus pažadas, o treti – kad tai reiškė dviejų lygiaverčių valstybių suliejimą.  Po sutarties pasirašymo Lietuva išlaikė atskirą kariuomenę, įstatymų leidybos ir teismų sistemas, iždą ir pinigų emisiją, sieną su Lenkija ir muitų rinkliavas.",Krėvos sutartis tiesiog reiškė Lietuvos inkorporavimą į Lenkiją.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 492}"
4632,Kokios dvi seniūnaitijos priklauso Kernavės seniūnijai?,Kernavės seniūnijoje yra dvi seniūnaitijos: Kerniaus ir Piliakalnio.,Kernavės seniūnijoje yra dvi seniūnaitijos: Bitėnų ir Čiuldėnių.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 493}"
4633,Iš kur kilo Kernavės miestelio pavadinimas?,"Manoma, kad Kernavės miestelio pavadinimas kilo nuo Neries intako, upelio, vardu Kernavė. Šis pavadinimas beveik nepakito nuo XIII amžiaus.","Manoma, kad Kernavės miestelio pavadinimas kilo nuo keliones, kurią išvyko Lietuvos karaliai XIV amžiuje. Šis pavadinimas beveik nepakito nuo XV amžiaus.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 494}"
4634,Kada Kernavė minima Eiliuotojoje Livonijos kronikoje?,Kernavė pirmą kartą minima Eiliuotojoje Livonijos kronikoje 1279 metais.,Kernavė pirmą kartą minima Eiliuotojoje Livonijos kronikoje 1282 metais.,False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 495}"
4635,Kokius įsipareigojimus Jogaila prisiėmė pagal Krėvos sutartį?,"Jogaila įsipareigojo prišlieti Lietuvą prie Lenkijos, su savo pavaldiniais priimti krikštą, atgauti ir sugrąžinti Lenkijai priklausančias žemes, vesti trylikametę Lenkijos karalienę Jadvygą, sumokėti Austrijos princui Vilhelmui kompensaciją už nutrauktas sužadėtuves su Jadvyga ir paleisti į nelaisvę paimtus krikščionis.","Jogaila įsipareigojo prišlieti Lietuvą prie Poligijos, su savo pavaldiniais priimti krikštą, atgauti ir sugrąžinti Lenkijai priklausančias žemes, vesti trylikametę Lenkijos karalienę Karaline, sumokėti Austrijos princui Vilhelmui kompensaciją už nutrauktas sužadėtuves su Karale ir paleisti į nelaisvę paimtus krikščionis.",False,"{""modelname"": ""llama3"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 491}"
