,question,correct_anwer,generated_answer,is_match,meta
2672,Kāds bija Baltijas ceļa mērķis?,"Baltijas ceļa mērķis bija pievērst pasaules uzmanību Baltijas valstu vēsturiskajiem notikumiem un Molotova-Ribentropa pakta 50. gadadienai, kas sadalīja ietekmes sfēras Eiropā, ieskaitot Baltijas valstis.","Baltijas ceļa mērķis bija pievērst pasaules uzmanību Latgales vēsturiskajiem notikumiem un Molotova-Ribentropa pakta 50. gadadienai, kas sadalīja ietekmes sfēras Eiropā, ieskaitot Baltijas valstis.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 162}"
2673,"Cik aptuveni cilvēku piedalījās Baltijas ceļā, un kā tas tika dokumentēts?","Baltijas ceļā piedalījās no viena līdz diviem miljoniem cilvēku. Šis skaitlis ir balstīts uz dažādiem avotiem un aplēsēm, ieskaitot video materiālus, kas filmēti no helikopteriem un lidmašīnām, kas parādīja nepārtrauktu cilvēku ķēdi visā maršruta garumā.","Baltijas ceļā piedalījās ap 0,5 miljonu cilvēku. Šis skaitlis ir balstīts uz dažādiem avotiem un aplēsēm, ieskaitot foto materiālus, kas uzņemti no automašīnām, kas parādīja nepārtrauktu cilvēku ķēdi visā maršruta garumā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 163}"
2674,Ar ko Arturs Krišjānis Kariņš apprecējās un kad pārcēlās uz dzīvi Latvijā?,Arturs Krišjānis Kariņš apprecējās ar Andu Kariņu 1996. gadā un tajā pašā gadā pārcēlās uz pastāvīgu dzīvi Rīgā.,Arturs Krišjānis Kariņš apprecējās ar Andu Amolu 1995. gadā un tajā pašā gadā pārcēlās uz pastāvīgu dzīvi Ventspilē.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 166}"
2675,Kāda ir Artura Krišjāņa Kariņa izglītība?,"Kariņš ieguva bakalaura grādu valodniecībā Pensilvānijas Universitātē Filadelfijā. Viņš specializējās skaņu mācībā, fonētikā un fonoloģijā, un vēlāk ieguva doktora (Ph.D.) grādu valodniecībā, aizstāvot disertāciju par latviešu valodas zilbju intonāciju.","Kariņš ieguva bakalaura grādu filozofijā Āristotelē Universitātē Rīgā. Viņš specializējās literatūras kritikā un estētikā, un vēlāk ieguva doktora (Ph.D.) grādu kultūrvēsturniecībā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 165}"
2676,Kur dzimis Arturs Krišjānis Kariņš?,"Arturs Krišjānis Kariņš ir dzimis Delavēras štatā, ASV, trimdas latviešu ģimenē 1964. gadā. Viņa tēvs, Uldis Kariņš, Otrā pasaules kara laikā 1944. gadā kopā ar vecākiem devās bēgļu gaitās uz Zviedriju, vēlāk uz ASV.","Arturs Krišjānis Kariņš ir dzimis Velsas provinces, Apvienotajā Karalistē, trimdas latviešu ģimenē 1962. gadā. Viņa tēvs, Uldis Kariņš, Otrā pasaules kara laikā 1945. gadā kopā ar vecākiem devās bēgļu gaitās uz Kanādu.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 164}"
2677,Kādā laika periodā darbojās jaunlatvieši?,"Jaunlatvieši darbojās 19. gadsimta 50.—80. gados. Šis periods sakrīt ar pirmo latviešu tautas atmodu, kad notika ievērojama latviešu nacionālās apziņas veidošanās un attīstība.","Jaunlatvieši darbojās 18. gadsimta beigās.—20. gados. Šis periods sakrīt ar otrā latviešu tautas atmodu, kad notika ievērojama latviešu nacionālās apziņas veidošanās un attīstība.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 167}"
2678,Cik kilometru garumā Jūrmala stiepjas gar Rīgas līci un Lielupi?,Jūrmala stiepjas 24 kilometru garumā gar Rīgas līci un Lielupi.,Jūrmala stiepjas 25 kilometru garumā gar Rīgas līci un Gauju.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 170}"
2679,Kurā gadsimtā sāka iekārtot peldvietas un dziednīcas Jūrmalā?,Peldvietas un dziednīcas Jūrmalā sāka iekārtot 19. gadsimta pirmajā pusē.,Peldvietas un dziednīcas Jūrmalā sāka iekārtot 18. gadsimtā otrajā pusē.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 171}"
2680,Kāds ir Rīgas līča vidējais dziļums?,"Rīgas līča vidējais dziļums ir 26 metri, bet dziļākā vieta sasniedz 60 metrus.","Rīgas līča vidējais dziļums ir 30 metri, bet dziļākā vieta sasniedz 55 metrus.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 172}"
2681,"Kā vācbaltiešu mācītājs Gustavs Braše sākotnēji lietoja jēdzienu ""jaunlatvieši""?","Gustavs Braše sākotnēji lietoja jēdzienu ""jaunlatvieši"" nievājošā un ironiskā nozīmē, ar to domājot nemierniekus un dumpiniekus. Šo vārdu viņš piedēvēja Jurim Alunānam pēc viņa dzejoļu krājuma ""Dziesmiņas, latviešu valodai pārtulkotas"" izlasīšanas.","Gustavs Braše sākotnēji lietoja jēdzienu ""jaunlatvieši"" apspriešanā un kritiskā nozīmē, ar to domājot jauno paaudzi, kura izpauša tradicionālās vērtības. Šo vārdu viņš piedēvēja Ata Kronvaldam pēc viņa dzejoļu krājuma ""Dziesmiņas, latviešu valodai pārtulkotas"" izlasīšanas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 168}"
2682,Kādi bija jaunlatviešu galvenie mērķi?,"Jaunlatvieši centās atbrīvoties no vācbaltiešu virskundzības. Lai to panāktu, viņi vēlējās izveidot savu, no vācu muižnieku un garīdznieku ietekmes brīvu kultūru, sasniegt saimniecisko neatkarību un iegūt juridisko līdztiesību.  Svarīga loma tika atvēlēta arī izglītībai, ko apliecina Krišjāņa Valdemāra dibinātā Ainažu jūras skola.","Jaunlatvieši centās atbrīvoties no vācbaltiešu ietekmes, izveidot savu kultūru, sasniegt saimniecisko neatkarību un iegūt tiesības uz muižu, bet ne juridisku līdztiesību. Svarīga loma tika atvēlēta arī izglītībai, ko apliecina Krišjāņa Valdemāra dibinātā Ainažu jūras skola un Lielupe.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 169}"
2683,Cik deputātu ir Saeimā?,"Saskaņā ar Latvijas Republikas Satversmes 5. pantu, Saeimā ir simts tautas priekšstāvju, kurus sauc arī par deputātiem.","Saskaņā ar Latvijas Republikas Satversmes 10. pantu, Saeimā ir divdesmit pieci tautas priekšstāvju, kurus sauc arī par deputātiem.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 173}"
2684,Kādi dokumenti regulē Saeimas darbību?,Saeimas darbību regulē divi galvenie dokumenti: Latvijas Republikas Satversme un Saeimas kārtības rullis.,"Saeimas darbību regulē trīs galvenie dokumenti: Latvijas Republikas Satversme, Saeimas kārtības rullis un Nometņu likums.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 174}"
2685,Kā tiek ievēlēts Saeimas Prezidijs?,Saeimas Prezidiju ievēlē paši Saeimas deputāti savu pilnvaru laika sākumā.,"Saeimas Prezidiju ievēlē jaunas Saeimas sesijas sākotnē, pirms pilnvara sākuma.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 176}"
2686,Kāds ir Saeimas galvenais uzdevums?,Saeimas galvenais uzdevums ir pieņemt likumus.,Saeimas galvenais uzdevums ir apstiprināt prezidentu izraudzīšanos.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 177}"
2687,"Kādas ir prasības, lai kandidētu uz Saeimu?","Lai kandidētu Saeimas vēlēšanās, ir jābūt Latvijas pilsonim ar pilnām tiesībām, kurš vēlēšanu pirmajā dienā ir sasniedzis divdesmit viena gada vecumu.","Lai kandidētu Saeimas vēlēšanās, ir jābūt Latvijas pilsonim ar pilnām tiesībām, kurš vēlēšanu pirmajā dienā ir sasniedzis trīspastuvu gada vecumu.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 175}"
2688,Kas ir Saeima?,Saeima ir Latvijas Republikas parlaments.,Saeima ir Latvijas Republikas likuma izstrādātājs.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 178}"
2689,Kāds ir Gaujas garums un kritums?,"Gaujas garums ir 452 kilometri, un tās kritums ir 234 metri.","Gaujas garums ir 450 kilometri, un tās kritums ir 228 metri.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 181}"
2690,No kurienes cēlies Gaujas nosaukums?,"Gaujas nosaukums, visticamāk, cēlies no līvu valodas vārda ""keùv"" vai ""kēū"", kas nozīmē ""bērzs"". Šo saistību pirmais izteica Augusts Bīlenšteins.  Vikingi un vēlāk vācieši upi pārdēvēja par ""Aa"", kas nozīmē ūdens vai upe. Lai atšķirtu no Lielupes, vācu valodā tika lietoti nosaukumi ""Livländische Aa"" (Vidzemes upe) vai ""Treider Aa"" (Turaidas upe).","Gaujas nosaukums, visticamāk, cēlies no vācu valodas vārda ""Faul"" vai ""Fluss"", kas nozīmē ""upe"". Šo saistību pirmais izteica Ēriks Peters. Vikingi un vēlāk līvi upei pārdēvēja par ""Gauju"", kas nozīmē ""bērzs"".",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 179}"
2691,Kurš mākslinieks veica korekcijas Latvijas ģerboņa galīgajā variantā?,Rihards Zariņš veica korekcijas Latvijas ģerboņa galīgajā variantā. Sākotnējo ģerboņa metu izstrādāja Vilhelms Krūmiņš.,"Vilhelms Krūmiņš veica korekcijas Latvijas ģerboņa galīgajā variantā, kopā ar Rihardu Zariņu.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 182}"
2692,Ko simbolizē trīs zvaigznes virs Latvijas ģerboņa vairoga?,"Trīs zvaigznes virs vairoga simbolizē trīs Latvijas vēsturiskās provinces: Kurzemi (kopā ar Zemgali), Vidzemi un Latgali.","Trīs zvaigznes virs vairoga simbolizē četri Latvijas vēsturiskās provinces: Kurzemi, Zemgali, Vidzemi un Seloni.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 183}"
2693,Kādus simbolus Latvijas ģerbonī ietver Kurzemes un Zemgales hercogistes ģerbonis?,"Kurzemes un Zemgales hercogistes ģerboni Latvijas ģerbonī pārstāv sarkans lauva sudraba laukā. Lauva simbolizē spēku, stiprumu un izturību.",Kurzemes un Zemgales hercogistes ģerboni Latvijas ģerbonī pārstāv zilais jērcs sudraba laukā. Jērcs simbolizē vīriešu spēku un izturību.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 184}"
2694,Kur atrodas Gaujas izteka?,"Par Gaujas izteku pastāv divi viedokļi. Viena versija apgalvo, ka Gauja iztek no Alauksta ezera, lai gan 19. gadsimtā ezera līmeņa pazemināšanas dēļ izteka kļuvusi seklāka. Otra versija uzskata, ka Gauja sākas Ežupītē vai Ārnītē Elkas kalna pakājē, taču šim apgalvojumam trūkst pierādījumu, un šīs upītes drīzāk uzskatāmas par Gaujiņas pietekām.","Par Gaujas izteku pastāv triecišu viedokļi. Viena versija apgalvo, ka Gauja iztek no Alauksta ezera, lai gan 19. gadsimtā ezera līmeņa pazemināšanas dēļ izteka kļuvusi seklāka. Otra versija uzskata, ka Gauja sākas Ežupītē vai Ārnītē Elkas kalna pakājē, un trešo versiju uzskata, ka Gauja iztek no Jelgavas pilsētas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 180}"
2695,"No kurienes cēlies nosaukums ""Sēlija""?","Nosaukums ""Sēlija"" cēlies no līvu vārda ""sälli"", kas nozīmē ""augšējie (ļaudis)"". Ar šādu nosaukumu sēļi bija pazīstami līviem un vācu ieceļotājiem. Pastāv uzskats, ka paši sēļi sevi dēvēja par ""augštiešiem"", no kā radies Sēlijas otrs nosaukums ""Augšzeme"".","Nosaukums ""Sēlija"" cēlies no līvu vārda ""sali"", kas nozīmē ""jūra"". Ar šādu nosaukumu sēļi bija pazīstami līviem un vācu ieceļotājiem.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 187}"
2696,Kurā gadā un kur notika pirmie Vispārīgie latviešu Dziedāšanas svētki?,"Pirmie Vispārīgie latviešu Dziedāšanas svētki notika 1873. gadā Rīgā, no 26. līdz 29. jūnijam (pēc jaunā stila: 8. jūlijam).","Pirmie Vispārīgie latviešu Dziedāšanas svētki notika 1872. gadā Liepojā, no 25. līdz 28. aprīlim (pēc jaunā stila: 9. maijam).",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 188}"
2697,Kāds ir Sēlijas karoga vēsturiskais konteksts?,Sēlijas karogā ir zaļa un sarkana krāsa. Tas pirmo reizi tika izmantots 1. Sēlijas kongresa laikā 1999. gada 22. maijā un tika iesvētīts Sunākstes luterāņu baznīcas mācītāja Jura Saivara vadībā.,Sēlijas karogā ir zaļa un gaiša krāsa. Tas pirmo reizo tika izmantots 2. Sēlijas kongresa laikā 1998. gada 20. jūnijā un tika iesvētīts Sunākstes luterāņu baznīcas mācītāja Mārtiņa Kalniņa vadībā.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 186}"
2698,Kad oficiāli tika atzīta Sēlijas kultūrvēsturiskā teritorija Latvijas Republikā?,"Sēlijas kultūrvēsturiskā teritorija Latvijas Republikā oficiāli tika atzīta ar ""Latviešu vēsturisko zemju likumu"", kas stājās spēkā 2021. gada 1. jūlijā. Šis likums bija pirmais normatīvais akts, kurā oficiāli pieminēta Sēlija un definēta tās kultūrvēsturiskā teritorija.","Sēlijas kultūrvēsturiskā teritorija Latvijas Republikā oficiāli tika atzīta ar ""Latviešu vēsturisko zemju likumu"", kas stājās spēkā 2022. gada 15. aprīlī. Šis likums bija pirmais normatīvais akts, kurā oficiāli pieminēta Sēlija un definēta tās kultūrvēsturiskā teritorija, bet to neattiecinoties uz valsts teritoriālās vienības.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 185}"
2699,Kas bija pirmie Dziesmu svētku virsdiriģenti?,Pirmie Dziesmu svētku virsdiriģenti bija Jānis Bētiņš un Indriķis Zīle.,Pirmie Dziesmu svētku virsdiriģenti bija Jānis Ērglis un Vilhelms Tēziņš.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 190}"
2700,"Cik kori un dziedātāji piedalījās pirmajos Dziesmu svētkos, un kāds bija dalībnieku sadalījums pa novadiem?","Pirmajos Dziesmu svētkos piedalījās 46 kori ar 1003 dziedātājiem. No Vidzemes ieradās 34 kori ar 699 dziedātājiem, bet no Kurzemes un Zemgales — 12 kori ar 320 dziedātājiem un orķestrantiem. Kopējais dalībnieku skaits bija 1019, ieskaitot 1003 dziedātājus un 16 orķestrus.","Pirmajos Dziesmu svētkos piedalījās 40 kori ar 980 dziedātājiem. No Kurzemes ieradās 35 kori ar 700 dziedātājiem, bet no Vidzemes un Zemgales — 5 kori ar 280 dziedātājiem un orķestrantiem. Kopējais dalībnieku skaits bija 1020, ieskaitot 980 dziedātājus un 20 orķestrus.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 189}"
2701,"Kurā gadā rokgrupa ""Līvi"" oficiāli ieguva savu nosaukumu?","Rokgrupa ""Līvi"" savu oficiālo nosaukumu ieguva 1974. gada vasaras beigās. Sākotnēji tā bija pazīstama kā ""Jura Pavītola grupa"", jo Juris Pavītols bija tās dibinātājs 1971. gadā.","Rokgrupa ""Līvi"" savu oficiālo nosaukumu ieguva 1975. gada ziemā. Sākotnēji tā bija pazīstama kā ""Jura Pavītola grupa"", jo Juris Pavītols bija tās dibinātājs 1972. gadā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 191}"
2702,"Kurš ir rokoperas ""Lāčplēsis"" libreta autors?","Rokoperas ""Lāčplēsis"" libreta autore ir Māra Zālīte.","Rokoperas ""Lāčplēsis"" libreta autore ir Ādolfs Alunans.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 194}"
2703,"Kas notika ar grupu ""Līvi"" pēc Jāņa Groduma nāves?","Pēc Jāņa Groduma nāves 2010. gadā grupa ""Līvi"" pārtrauca savu darbību.  Ainars Virga paziņoja par grupas darbības izbeigšanu, un tika izdota dziesmu izlase ""Nezāles neiznīkst"". Tomēr grupa atjaunoja savu darbību 2017. gadā, un izdeva koncertalbumu ""Bez štepseļiem"".","Pēc Jāņa Groduma nāves 2009. gadā grupa ""Līvi"" pārtrauca savu darbību, tomēr vairāk nekā gads pēc tam viennozīgi atjaunoja savu darbību.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 193}"
2704,"Kāpēc ""Līvi"" pārtrauca savu darbību 2010. gadā?","Grupa ""Līvi"" pārtrauca savu darbību 2010. gadā pēc grupas līdera un ilggadējā dalībnieka Jāņa Groduma nāves 15. jūnijā. Ainars Virga, vēl viens ilggadējs grupas dalībnieks, paziņoja par grupas darbības izbeigšanu.","Grupa ""Līvi"" pārtrauca savu darbību 2010. gadā pēc grupas līdera un ilggadējā dalībnieka Guntara Rožkalna nāves 15. jūnijā. Ainars Virga, vēl viens ilggadējs grupas dalībnieks, paziņoja par grupas darbības izbeigšanu.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 192}"
2705,"Kad notika rokoperas ""Lāčplēsis"" pirmizrāde?","Rokoperas ""Lāčplēsis"" pirmizrāde notika 1988. gada 23. augustā.","Rokoperas ""Lāčplēsis"" pirmizrāde notika 1990. gada 27. februārī.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 195}"
2706,"Cik skatītāju apmeklēja katru no sākotnējām ""Lāčplēša"" izrādēm?","Katra no 43 sākotnējām ""Lāčplēša"" izrādēm pulcēja 4000 skatītāju.","Katra no 44 sākotnējām ""Lāčplēša"" izrādēm pulcēja 3000 skatītāju.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 196}"
2707,Kurā skolā Aleksandrs Čaks ieguva vidējo izglītību?,"Aleksandrs Čaks vidējo izglītību ieguva Rīgas 2. valsts vidusskolā, kuru pabeidza 1924. gadā.","Aleksandrs Čaks vidējo izglītību ieguva Jelgavas valsts vidusskolā, kuru pabeidza 1930. gadā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 197}"
2708,Kādu literāru žurnālu Aleksandrs Čaks nodibināja?,"Aleksandrs Čaks 1928. gadā nodibināja dzejas žurnālu ""Jauno Lira"".","Aleksandrs Čaks 1930. gadā nodibināja prozē un poēzes žurnālu ""Vecā Līva"".",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 198}"
2709,"Kāpēc Aleksandrs Čaks uz laiku tika izslēgts no studentu vienotnes ""Zelmenis""?","Aleksandrs Čaks un vēl daži biedri uz trīs mēnešiem tika izslēgti no studentu vienotnes ""Zelmenis"" par svinīgā solījuma pārkāpšanu, proti, dažādu ākstību rakstīšanu ierosinājumu grāmatā.","Aleksandrs Čaks un vēl daži biedri uz trīs mēnešiem tika izslēgti no studentu vienotnes ""Zelmenis"" par svinīgās dzejoļa rakstīšanu ierosinājumu grāmatā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 199}"
2710,Kāda ir Rēzeknes nozīme Latvijā?,"Rēzekne ir viena no desmit Latvijas valstspilsētām.  Tās izdevīgais ģeogrāfiskais stāvoklis un loma rūpniecībā, kultūrā un izglītībā nosaka Rēzeknes reģionālo un valstisko nozīmību. To mēdz dēvēt arī par ""Latgales sirdi"".","Rēzekne ir viena no seniem Latvijas pilsētām, kas savu vēsturi iepriekš dzīvojis. Tās vēsturiskais stāvoklis un kultūrālā tradīcija nosaka Rēzeknes reģionālo un valstisko nozīmību.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 201}"
2711,Kur atrodas Rēzekne?,"Rēzekne atrodas Latvijas austrumu daļā, Latgales kultūrvēsturiskā novada centrā, Latgales augstienes ziemeļu nogāzē, Rēzeknes upes ielejā. Pilsēta atrodas divu starptautisku transporta maģistrāļu — Sanktpēterburgas—Varšavas un Rīgas—Maskavas — krustojumā.","Rēzekne atrodas Latvijas centrūzmadālē, Vidzemes kultūrvēsturiskā novada centrā, Rēzeknes upes ielejā. Pilsēta atrodas vienā starptautisku transporta maģistrāļu — Sanktpēterburgas—Varšavas krustojumā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 200}"
2712,Kā Rēzeknes ģerbonī atspoguļojas pilsētas nozīme?,"Rēzeknes ģerbonis ir balstīts uz Latgales kultūrvēsturiskā novada ģerboni, bet pie sirds ir vairogs Latvijas karoga krāsās, kas simbolizē Rēzekni kā ""Latgales sirdi"".","Rēzeknes ģerbonis ir balstīts uz Valmieras novada ģerboni, bet pie sirds ir vairogs Latvijas karoga krāsās, kas simbolizē Rēzekni kā ""Latgales galvaspilsēta"".",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 202}"
2713,Kādas ir galvenās rūpniecības nozares Rēzeknē mūsdienās?,"Mūsdienās galvenās ražošanas nozares Rēzeknē ir kokapstrāde, metālapstrāde un pārtikas rūpniecība.","Mūsdienās galvenās ražošanas nozares Rēzeknē ir tekstils, metalurģija un enerģijas rūpniecība.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 204}"
2714,Kad Rēzekne pirmo reizi minēta rakstos?,"Rēzekne pirmo reizi rakstos minēta 1285. gadā ar nosaukumu ""Rossitten"", kad Livonijas ordeņa mestrs Vilhelms Šurborgs Rēzeknes pilskalnā uzcēla ordeņa cietoksni.","Rēzekne pirmo reizi rakstos minēta 1295. gadā ar nosaukumu ""Rositten"", kad Livonijas ordeņa mestrs Vilhelms Šurborgs Rēzeknes pilskalnā uzcēla ordeņa cietoksni.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 203}"
2715,Kāds ir Rēzeknes iedzīvotāju skaits 2022. gadā?,2022. gadā Rēzeknē dzīvoja 26481 iedzīvotājs.,2022. gadā Rēzeknē dzīvoja vairāk par 30 000 iedzīvotājiem.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 205}"
2716,"Kurā Latvijas televīzijas kanālā sākotnēji tika pārraidīts seriāls ""Viņas melo labāk""?","Seriāls ""Viņas melo labāk"" sākotnēji tika pārraidīts TV3 kanālā.","Seriāls ""Viņas melo labāk"" sākotnēji tika pārraidīts LNT kanālā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 206}"
2717,No kuras valsts seriāla ir daļa radošās komandas?,"Daļa seriāla ""Viņas melo labāk"" radošās komandas ir no Lietuvas.","Daļa seriāla ""Viņas melo labāk"" radošās komandas ir no Krievijas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 207}"
2718,"Cik sezonas kopumā ir iznākušas seriālam ""Viņas melo labāk""?","Seriālam ""Viņas melo labāk"" ir iznākušas 10 sezonas.","Seriālam ""Viņas melo labāk"" ir iznākušas 12 sezonas.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 208}"
2719,Kurā pilsētā dzimis Jāzeps Vītols?,"Jāzeps Vītols dzimis Ģīmes dzirnavās, kuras tagad atrodas Valmieras pilsētā.","Jāzeps Vītols dzimis Rūjas pagastā, kuras tagad atrodas Jelgavas pilsētā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 210}"
2720,"Kad tika pārraidīta seriāla ""Viņas melo labāk"" pēdējā epizode?","Seriāla ""Viņas melo labāk"" pēdējā epizode tika pārraidīta 2022. gada 15. septembrī.","Seriāla ""Viņas melo labāk"" pēdējā epizode tika pārraidīta 2020. gada 30. jūlijā.",False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 209}"
2721,Kādu apbalvojumu Jāzeps Vītols saņēma 1938. gadā?,1938. gada 16. novembrī Jāzeps Vītols saņēma I šķiras Atzinības krustu Nr. 18.,1937. gada 17. decembrī Jāzeps Vītols saņēma II šķiras Triecu ordeni Nr. 13.,False,"{""modelname"": ""llama3"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 211}"
